Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration-Simran,Chrome 71.0.3578.98,,2019-01-10 14:19:21,2019-01-10 14:20:21,1m - 0.872s,PASSED
,,,,,,
Test Cases/ICRC External - Registration - Simran,Chrome 71.0.3578.98,Test Case for Sign-Up,2019-01-10 14:19:21,2019-01-10 14:19:46,25.100s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-10 14:19:23,2019-01-10 14:19:28,5.576s,PASSED
"navigateToUrl(""https://icrc-test.nci.nih.gov/"")",Chrome 71.0.3578.98,,2019-01-10 14:19:28,2019-01-10 14:19:31,2.608s,PASSED
"click(findTestObject(""Page_Introduction to Cancer Researc/a_Register""))",Chrome 71.0.3578.98,,2019-01-10 14:19:31,2019-01-10 14:19:32,0.806s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/input__usPersonType (3)""))",Chrome 71.0.3578.98,,2019-01-10 14:19:32,2019-01-10 14:19:32,0.247s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/input_U.S. Citizen_usPersonTyp (1)""))",Chrome 71.0.3578.98,,2019-01-10 14:19:32,2019-01-10 14:19:32,0.198s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_Alien Registration Number (1)""))",Chrome 71.0.3578.98,,2019-01-10 14:19:32,2019-01-10 14:19:32,0.229s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--- Select a level --- (3)""), ""162"", true)",Chrome 71.0.3578.98,,2019-01-10 14:19:32,2019-01-10 14:19:33,0.579s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--- Select a level --- (3)""), ""164"", true)",Chrome 71.0.3578.98,,2019-01-10 14:19:33,2019-01-10 14:19:33,0.527s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_Are you U.S. CitizenPerman (1)""))",Chrome 71.0.3578.98,,2019-01-10 14:19:33,2019-01-10 14:19:34,0.179s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--- Select a level --- (3)""), ""149"", true)",Chrome 71.0.3578.98,,2019-01-10 14:19:34,2019-01-10 14:19:34,0.363s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/input__usPersonType (3)""))",Chrome 71.0.3578.98,,2019-01-10 14:19:34,2019-01-10 14:19:34,0.167s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--Select--    Dr.    Mr (1)""), ""166"", true)",Chrome 71.0.3578.98,,2019-01-10 14:19:34,2019-01-10 14:19:35,0.506s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/label_Prefix (1)""))",Chrome 71.0.3578.98,,2019-01-10 14:19:35,2019-01-10 14:19:35,0.213s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_Prefix            --Select (1)""))",Chrome 71.0.3578.98,,2019-01-10 14:19:35,2019-01-10 14:19:35,0.252s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/label_First Name (1)""))",Chrome 71.0.3578.98,,2019-01-10 14:19:35,2019-01-10 14:19:35,0.208s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_First Name (1)""))",Chrome 71.0.3578.98,,2019-01-10 14:19:35,2019-01-10 14:19:36,0.242s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input__firstName (1)""), FirstName)",Chrome 71.0.3578.98,,2019-01-10 14:19:36,2019-01-10 14:19:36,0.484s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input__lastName (1)""), LastName)",Chrome 71.0.3578.98,,2019-01-10 14:19:36,2019-01-10 14:19:36,0.377s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input__email (1)""), EmailAddress)",Chrome 71.0.3578.98,,2019-01-10 14:19:36,2019-01-10 14:19:37,0.532s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input__password (1)""), Password)",Chrome 71.0.3578.98,,2019-01-10 14:19:37,2019-01-10 14:19:37,0.336s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input__confirmPassword (1)""), ConfirmPassword)",Chrome 71.0.3578.98,,2019-01-10 14:19:37,2019-01-10 14:19:38,0.310s,PASSED
